h3_cell,risk_debiased,exposure,severity_score,peak_dow,blindspot_flag,lat,lon,poi_demand,police_station,is_treated,deterrence_effect,violation_count
896014512a7ffff,0.0015639267591287,1,1.0,2,0,12.90289625493937,77.5103473153575,0.0,Kengeri,0,0.0,1
8960145140bffff,0.0011564641532878,4,2.5,6,0,12.877178639836073,77.53036024498759,0.0,Thalagattapura,0,0.0,2
8960145141bffff,0.0071104917622991,1,4.0,6,0,12.875032520204236,77.53272939962514,0.0,Thalagattapura,0,0.0,1
89601451483ffff,3.732376821398923e-05,80,1.90625,1,0,12.866479088320258,77.5337897363267,0.0,Thalagattapura,0,0.0,22
89601451497ffff,0.0027186225467825,1,1.0,1,0,12.86327548515066,77.53313533984318,0.0,Thalagattapura,0,0.0,1
8960145149bffff,6.88633804149693e-05,45,2.1,2,0,12.867536368405512,77.53681332899949,0.0,Thalagattapura,0,0.0,22
896014514c3ffff,0.0006178749969806,6,2.0,1,0,12.87394368717276,77.53812228928288,0.0,Thalagattapura,0,0.0,3
896014514d3ffff,0.0002547418588509,10,1.5,5,0,12.87179735026293,77.54049157248997,0.0,Thalagattapura,0,0.0,29
896014514d7ffff,4.7689829085204126e-05,64,1.6875,6,0,12.870740024402116,77.53746779992174,0.0,Thalagattapura,0,0.0,35
896014514dbffff,1.520570213825222e-05,225,1.58,6,0,12.87500105903321,77.5411461178543,0.0,Thalagattapura,1,-208.09583333333336,42
89601451613ffff,0.002697513286049,1,1.0,2,0,12.894254126329493,77.53665616159874,0.0,Thalagattapura,0,0.0,1
8960145164bffff,0.0001646130295389,18,3.1666666666666665,3,0,12.907068663192508,77.53927437173499,0.0,K.S. Layout,0,0.0,6
8960145164fffff,0.0044651509540506,1,4.0,6,0,12.906010784919305,77.53625029877506,0.0,K.S. Layout,0,0.0,2
8960145165bffff,1.4036965926934011e-05,248,1.0483870967741935,2,0,12.904922851122748,77.54164393239839,0.0,K.S. Layout,1,-208.09583333333336,67
89601451663ffff,0.0042475993935006,1,1.0,1,0,12.903895027346303,77.53020252464326,0.0,K.S. Layout,0,0.0,1
8960145166bffff,0.004166584274538,1,4.0,1,0,12.907098540207176,77.53085695523868,0.0,K.S. Layout,0,0.0,1
8960145167bffff,0.0004455794229122,10,3.4,4,0,12.904952906300142,77.53322634974143,0.0,K.S. Layout,0,0.0,5
89601451697ffff,0.0026448289896322,1,1.0,0,0,12.88570084951456,77.53771650242864,0.0,Thalagattapura,0,0.0,1
896014516cbffff,0.0039301502159421,1,1.0,3,0,12.89957323065232,77.54335886804535,0.0,K.S. Layout,0,0.0,1
89601451847ffff,0.002703952407149,1,1.0,5,0,12.895604084385631,77.45554472582181,0.0,Kengeri,0,0.0,1
8960145187bffff,0.0007589728353307,2,1.0,2,0,12.89774823261037,77.45317694321866,0.0,Kengeri,0,0.0,3
89601451aa7ffff,0.0015348224122646,1,1.0,2,0,12.9030945715209,77.45146220081823,0.0,Kengeri,0,0.0,1
89601451d6bffff,0.0004718791152251,6,2.0,1,0,12.877476548765266,77.44623863939456,0.0,Kengeri,0,0.0,4
89601451e2bffff,0.0008466950901595,4,3.0,5,0,12.899836727163937,77.46762921321648,0.0,Kengeri,0,0.0,2
89601451e2fffff,0.0027293163985714,1,1.0,2,0,12.898778566655167,77.46460790512103,0.0,Kengeri,0,0.0,1
89601451e7bffff,0.004190459846944,1,5.0,2,1,12.905155679883205,77.4743256227368,0.0,Kengeri,0,0.0,3
89601453343ffff,0.0005595932572891,4,1.0,1,0,12.859014700595626,77.52945760502502,0.0,Thalagattapura,0,0.0,2
8960145334bffff,8.045647314940616e-05,38,1.595933014354067,1,0,12.862218250884975,77.53011192707314,0.0,Thalagattapura,0,0.0,72
89601453357ffff,0.0042506943680675,1,1.0,4,0,12.855811157164966,77.52880330141164,0.0,No Police Station,0,0.0,1
8960145364bffff,0.0048504536721411,1,1.0,6,0,12.854590290797049,77.56786562257395,0.0,Thalagattapura,0,0.0,1
89601458033ffff,0.0004608939142296,6,1.0,4,0,12.99157970610506,77.50880781887321,0.0,Kamakshipalya,0,0.0,4
89601458037ffff,1.1268003652810974e-05,300,1.2308571428571429,0,0,12.990520353527836,77.50578406103945,0.0,Kamakshipalya,1,-208.09583333333336,61
89601458053ffff,0.0020078291405694,1,1.0,1,0,12.99902036639982,77.52155855148634,0.0,Peenya,0,0.0,2
89601458083ffff,1.2186671505216408e-05,312,1.1153846153846154,2,0,12.986207381130724,77.51894082015416,0.0,Kamakshipalya,0,0.0,189
8960145808bffff,0.0015491834339187,3,1.0,5,0,12.989410618412814,77.51959522531617,0.0,Kamakshipalya,0,0.0,24
8960145808fffff,0.0028269167722214,1,1.0,5,0,12.988351359465703,77.51657108328436,0.0,Kamakshipalya,0,0.0,1
89601458093ffff,0.0040543922716912,1,1.0,2,1,12.984063316819752,77.52131058743015,0.0,Kamakshipalya,0,0.0,4
8960145809bffff,0.000584463708076,8,1.0,6,0,12.987266593792592,77.52196503018976,0.0,Kamakshipalya,0,0.0,28
896014580afffff,5.533582395104494e-06,646,1.3660130718954249,0,0,12.98837663975394,77.5081536010024,0.0,Kamakshipalya,1,-208.09583333333336,98
896014580b7ffff,0.0031844383709208,1,1.0,6,0,12.98302973998107,77.50986893437518,0.0,Jnanabharathi,0,0.0,1
896014580c7ffff,0.0001523713624311,8,1.75,3,0,12.99261386173254,77.52024964892513,0.0,Kamakshipalya,0,0.0,11
896014580cbffff,0.0003277431477561,10,2.8,1,0,12.996876460916637,77.52392846915603,0.0,Peenya,0,0.0,7
896014580cfffff,0.0026148511819381,1,1.0,3,0,12.99581711106862,77.52090409098165,0.0,Kamakshipalya,0,0.0,1
89601458103ffff,0.0002122380815287,20,2.8,6,0,12.986282938212788,77.49369027075385,0.0,Kamakshipalya,0,0.0,5
8960145810bffff,0.0004276482875353,9,2.0,0,0,12.989485781670204,77.49434422683927,0.0,Kamakshipalya,0,0.0,3
8960145810fffff,0.0042506943680675,1,1.0,4,0,12.98842638082673,77.49132103353168,0.0,Kamakshipalya,0,0.0,1
89601458123ffff,0.0002033516107071,18,1.5,3,0,12.986307577751314,77.48527501935207,0.0,Kamakshipalya,0,0.0,8
89601458127ffff,0.0011023352904595,4,2.5,5,0,12.985248175541964,77.4822521984984,0.0,Kamakshipalya,0,0.0,7
89601458133ffff,0.0040010240444547,1,4.0,2,0,12.984164227709798,77.4876441203695,0.0,Kamakshipalya,0,0.0,1
8960145813bffff,9.627485668713056e-05,42,1.0,5,0,12.987366979516665,77.48829796436621,0.0,Kamakshipalya,0,0.0,22
89601458153ffff,0.002686944043401,1,1.0,1,0,12.99160458191216,77.5003909858441,0.0,Kamakshipalya,0,0.0,1
8960145816bffff,0.0006045261945528,6,2.0,1,0,12.996975271385448,77.4902596069743,0.0,Kamakshipalya,0,0.0,6
89601458177ffff,0.0034791084929911,1,2.0,5,0,12.990569737412397,77.48895182679887,0.0,Kamakshipalya,0,0.0,1
896014581a7ffff,0.0042627616829204,1,1.0,3,0,12.977758742447635,77.4863364876813,0.0,Kamakshipalya,0,0.0,1
896014581b7ffff,0.0007956859940752,2,1.0,2,0,12.975615226958771,77.48870554398455,0.0,Jnanabharathi,0,0.0,3
896014581cbffff,2.87566745278075e-06,1176,1.2336309523809523,6,0,12.989461000438704,77.50276042730142,0.0,Kamakshipalya,1,-208.09583333333336,114
896014581cfffff,1.0286104424747537e-05,390,1.11969696969697,0,0,12.988401646848953,77.49973691766836,0.0,Kamakshipalya,1,-208.09583333333336,206
8960145820bffff,0.002686944043401,1,1.0,1,0,13.019323887397332,77.52009101059515,0.0,Rajajinagar,0,0.0,1
89601458243ffff,0.0030459226401995,1,1.0,6,0,13.023586860810726,77.5237701411305,0.0,Rajajinagar,0,0.0,1
8960145824fffff,5.787642484377151e-05,42,1.0952380952380951,6,0,13.025730315711574,77.52140002104102,0.0,Peenya,0,0.0,21
89601458267ffff,0.002565536046056,1,1.0,3,0,13.022550888396196,77.51232669372158,0.0,Peenya,0,0.0,1
8960145826bffff,0.000254533576612,9,1.0,0,0,13.026813829728464,77.51600543285662,0.0,Peenya,0,0.0,4
8960145827bffff,0.0006471911062382,4,1.0,4,0,13.024670507249168,77.51837545451677,0.0,Peenya,0,0.0,6
89601458293ffff,3.1467725498747846e-06,880,2.9451785714285714,0,0,13.006486381902432,77.52589207416636,0.0,Rajajinagar,0,0.0,227
8960145829bffff,7.0805726207511325e-06,450,2.3224175824175823,4,0,13.009689700767762,77.52654664607132,0.0,Rajajinagar,0,0.0,182
896014582c3ffff,0.0035608450609168,1,5.0,6,0,13.016096356175884,77.52785584523718,0.0,Rajajinagar,0,0.0,2
896014582c7ffff,0.0038437680418331,1,4.0,5,0,13.015036732238052,77.52483113075365,0.0,Rajajinagar,0,0.0,1
896014582cbffff,0.0002975964170942,9,1.0,4,0,13.019299692676148,77.52851047249929,0.0,Rajajinagar,0,0.0,4
896014582d3ffff,2.383075537446175e-05,144,1.8819444444444444,6,0,13.013952603179224,77.53022601889961,0.0,Rajajinagar,0,0.0,59
896014582dbffff,3.5494995251187785e-06,793,2.057585993241731,2,0,13.017155979466724,77.53088068376357,0.0,Rajajinagar,1,-208.09583333333336,446
89601458353ffff,0.002506495972344,1,1.0,1,0,13.014025295481876,77.50496997944502,0.0,Peenya,0,0.0,1
89601458367ffff,0.0001070695021413,32,1.375,2,0,13.015132203353811,77.49115994056531,0.0,Kamakshipalya,0,0.0,40
89601458377ffff,0.0005275801153102,6,1.0,3,0,13.012989211385555,77.4935293800839,0.0,Kamakshipalya,0,0.0,21
8960145838bffff,0.002697513286049,1,1.0,2,0,13.004416382423033,77.50300744295912,0.0,Peenya,0,0.0,2
896014583c3ffff,2.345204620593538e-05,114,1.263157894736842,3,0,13.00867897565866,77.5066854492692,0.0,Peenya,0,0.0,26
896014583cbffff,2.135425634304684e-05,144,1.3333333333333333,1,0,13.01188199240873,77.50733968415042,0.0,Peenya,0,0.0,37
896014583cfffff,0.0001399467968918,15,1.0,1,0,13.010822318535666,77.50431578217236,0.0,Peenya,0,0.0,9
89601458407ffff,0.0036888352392082,1,4.0,2,0,12.977630608152465,77.52842007162023,0.0,Vijayanagara,0,0.0,1
8960145840bffff,4.300055546036318e-05,75,1.0181818181818183,3,0,12.981893077391634,77.53209916516887,0.0,Kamakshipalya,0,0.0,27
89601458413ffff,6.457577495860033e-05,56,1.375,4,0,12.97654518130412,77.53381451036765,0.0,Vijayanagara,0,0.0,18
89601458417ffff,8.883157735655103e-06,357,1.0525210084033614,3,0,12.97548620005914,77.53078996044586,0.0,Vijayanagara,1,-208.09583333333336,84
8960145841bffff,0.0002899867112273,9,1.0,0,0,12.979748662660024,77.53446915954552,0.0,Vijayanagara,0,0.0,8
8960145842fffff,0.0024384603217161,1,1.0,0,0,12.980860045916591,77.52065616311747,0.0,Kamakshipalya,0,0.0,1
89601458433ffff,0.0003335644309074,12,1.75,2,0,12.976571580090033,77.52539571366798,0.0,Vijayanagara,0,0.0,15
89601458443ffff,3.734162176693095e-05,96,1.1,2,0,12.98615564359418,77.53577851325464,0.0,Kamakshipalya,0,0.0,91
8960145844bffff,1.6599447203767698e-06,2074,1.225717213114754,2,0,12.98935914312988,77.53643321778709,0.0,Vijayanagara,1,-208.09583333333336,358
89601458453ffff,5.30989645932193e-05,54,1.0,5,0,12.98401122223352,77.53814861317171,0.0,Kamakshipalya,0,0.0,19
89601458457ffff,0.000734496867709,4,1.0,0,0,12.982952150097145,77.53512382717433,0.0,Kamakshipalya,0,0.0,4
8960145845bffff,1.4511343869464496e-06,2346,1.193989769820972,2,0,12.987214761433934,77.53880335529601,0.0,Vijayanagara,1,-208.09583333333336,342
89601458463ffff,1.036757293992488e-05,315,1.6428571428571428,6,0,12.986181649027934,77.5273592675209,0.0,Kamakshipalya,1,-208.09583333333336,28
89601458467ffff,0.0001283490206383,25,1.6,3,0,12.985122483196983,77.5243348654607,0.0,Kamakshipalya,0,0.0,6
89601458473ffff,8.52510123161986e-06,432,1.0833333333333333,3,0,12.984037406185005,77.52972920115816,0.0,Kamakshipalya,1,-208.09583333333336,63
89601458477ffff,0.0010933857761571,4,1.0,4,0,12.982978286638184,77.52670473112148,0.0,Kamakshipalya,0,0.0,2
89601458483ffff,1.7195486024660348e-05,216,1.0,3,0,12.97119712613916,77.53552982919537,0.0,Vijayanagara,1,-208.09583333333336,125
8960145848bffff,0.0004263289425771,9,1.0,2,0,12.974400641014112,77.53618449751255,0.0,Vijayanagara,0,0.0,3
89601458493ffff,8.926210618040519e-07,4386,1.1449596727769789,5,0,12.96905246033686,77.5378998091042,0.0,Vijayanagara,1,-208.09583333333336,734
89601458497ffff,1.0372152997028626e-06,3404,1.1205437400912903,0,0,12.96799361739875,77.53487517932844,0.0,Vijayanagara,1,-208.09583333333336,439
8960145849bffff,7.995666146374325e-07,4268,1.0728949946354434,0,0,12.972256014821763,77.53855451500966,0.0,Vijayanagara,1,-208.09583333333336,679
896014584a3ffff,0.0003421848613641,12,1.0,2,0,12.971223834528372,77.52711101587661,0.0,Vijayanagara,0,0.0,6
896014584c3ffff,1.2585150238046603e-05,253,1.0434782608695652,2,0,12.978663142142524,77.53986398217545,0.0,Magadi Road,1,-208.09583333333336,45
896014584c7ffff,0.0017319823975332,2,1.0,5,0,12.977604162002352,77.5368391842806,0.0,Vijayanagara,0,0.0,2
896014584cfffff,1.841894062577753e-05,162,1.0,5,0,12.980807689082557,77.53749388950011,0.0,Magadi Road,1,-208.09583333333336,33
896014584d3ffff,0.0003126997609076,12,1.0,2,0,12.976518509289203,77.5422341051928,0.0,Vijayanagara,0,0.0,13
896014584d7ffff,0.000800453139405,4,1.0,6,0,12.975459575430731,77.53920923936654,0.0,Vijayanagara,0,0.0,3
896014584dbffff,1.129722620843595e-06,3034,1.147804054054054,1,0,12.97972212171336,77.54288890404297,0.0,Magadi Road,1,-208.09583333333336,315
89601458503ffff,0.0006767589961036,3,1.0,3,0,12.971276432143616,77.51027578437949,0.0,Jnanabharathi,0,0.0,5
89601458507ffff,8.695008153295387e-06,407,1.7839162692103867,1,0,12.970217401106565,77.50725217068086,0.0,Jnanabharathi,1,-208.09583333333336,93
8960145850bffff,8.335880213922896e-05,33,1.0,5,0,12.974479553467017,77.51093000368016,0.0,Jnanabharathi,0,0.0,18
8960145850fffff,8.385752077673032e-06,387,1.6124031007751938,5,0,12.973420476615418,77.50790633394232,0.0,Jnanabharathi,1,-208.09583333333336,82
89601458513ffff,0.0014544834182707,1,1.0,6,0,12.969132301740744,77.51264526524587,0.0,Jnanabharathi,0,0.0,2
89601458517ffff,0.0001386425308467,14,1.0,3,0,12.96807331698504,77.50962158352039,0.0,Jnanabharathi,0,0.0,15
8960145851bffff,4.066121644339056e-05,65,1.0,4,0,12.972335462713133,77.51329952214343,0.0,Jnanabharathi,0,0.0,27
89601458527ffff,0.0016590298521621,2,1.0,0,1,12.970243243301333,77.49883606921509,0.0,Jnanabharathi,0,0.0,6
89601458537ffff,0.0003204883950922,10,1.6,2,0,12.968099337675111,77.50120531551633,0.0,Jnanabharathi,0,0.0,7
89601458547ffff,0.000854929001065,4,2.5,2,0,12.977682680934002,77.511584241423,0.0,Jnanabharathi,0,0.0,8
8960145854fffff,0.0004667770854439,9,3.0,5,0,12.980885814523305,77.51223849760862,0.0,Jnanabharathi,0,0.0,3
89601458553ffff,0.001551111235632,3,1.0,5,0,12.976597705722808,77.51697771534376,0.0,Jnanabharathi,0,0.0,4
89601458557ffff,2.1174094076793963e-05,108,1.5,5,0,12.97553862983991,77.5139537974837,0.0,Jnanabharathi,0,0.0,18
8960145855bffff,0.0017343977624648,1,1.0,0,1,12.979800924764447,77.51763206516856,0.0,Kamakshipalya,0,0.0,6
89601458573ffff,0.0019232336745468,1,1.0,5,0,12.976623558278275,77.50856051564479,0.0,Jnanabharathi,0,0.0,1
8960145857bffff,3.138760043252171e-05,130,3.730769230769231,3,0,12.979826646073928,77.50921471578887,0.0,Jnanabharathi,1,-208.09583333333336,23
89601458583ffff,0.0027293163985714,1,1.0,2,0,12.963784890995548,77.51436050048355,0.0,Jnanabharathi,0,0.0,1
89601458587ffff,2.619343191031329e-06,1241,1.426027397260274,5,0,12.962725998344151,77.51133680677655,0.0,Jnanabharathi,1,-208.09583333333336,142
89601458593ffff,0.0026381901561077,1,1.0,4,0,12.961640549151914,77.51673000459215,0.0,Byatarayanapura,0,0.0,1
89601458597ffff,3.392817153381727e-06,882,1.2397392290249434,0,0,12.960581702779866,77.5137062428752,0.0,Jnanabharathi,1,-208.09583333333336,150
896014585a3ffff,0.0001631818903037,16,1.0,5,0,12.963811268636016,77.50594389947851,0.0,Jnanabharathi,0,0.0,6
896014585abffff,0.0002250491494126,16,1.25,0,0,12.967014331773012,77.50659802585979,0.0,Jnanabharathi,0,0.0,5
896014585afffff,0.0001335115668008,20,1.0,5,0,12.965955346115951,77.50357459227331,0.0,Jnanabharathi,0,0.0,5
896014585b3ffff,3.521504884289476e-05,75,1.0,5,0,12.961667105247464,77.50831323712443,0.0,Jnanabharathi,0,0.0,19
896014585b7ffff,2.874714812403508e-05,117,1.2307692307692308,5,0,12.960608211716808,77.50528979153641,0.0,Jnanabharathi,1,-208.09583333333336,20
896014585bbffff,0.0005508603940661,4,1.0,3,0,12.964870208012576,77.50896740110223,0.0,Jnanabharathi,0,0.0,7
89601458603ffff,0.0001251936003369,20,1.0,6,0,13.001113854397865,77.536027222166,0.0,Vijayanagara,0,0.0,11
89601458607ffff,0.0001094723453509,30,1.0,6,0,13.000054506936817,77.5330023478851,0.0,Vijayanagara,0,0.0,7
89601458623ffff,0.0025884348557182,1,1.0,4,0,13.00113915692046,77.52760754397319,0.0,Rajajinagar,0,0.0,1
89601458627ffff,6.422684505817122e-05,46,2.8084462638810463,1,0,13.000079761955622,77.52458298570933,0.0,Rajajinagar,0,0.0,86
8960145862bffff,5.612496845109308e-05,54,2.861111111111111,1,0,13.004342509608952,77.52826213502658,0.0,Rajajinagar,0,0.0,42
8960145862fffff,2.9640885078794456e-05,105,3.474149659863946,1,0,13.00328306895798,77.52523752071257,0.0,Rajajinagar,0,0.0,77
8960145863bffff,0.002672444846243,1,1.0,5,0,13.002198551283028,77.53063222626868,0.0,Rajajinagar,0,0.0,1
89601458643ffff,0.0008324144929298,4,1.25,1,0,13.008580265964849,77.54036183251075,0.0,Rajajinagar,0,0.0,3
8960145864fffff,0.0003529434529843,9,2.0,4,0,13.010724323415642,77.5379914997855,0.0,Rajajinagar,0,0.0,4
89601458653ffff,0.0003028873144505,9,1.0,2,0,13.0064361224841,77.54273219558245,0.0,Rajajinagar,0,0.0,6
89601458657ffff,0.0009257195994346,4,1.0,2,0,13.005376730643842,77.5397070172527,0.0,Rajajinagar,0,0.0,2
8960145865bffff,2.7974904205982203e-06,1156,1.1150081699346406,5,0,13.009639703435225,77.54338706689265,0.0,Rajajinagar,1,-208.09583333333336,257
89601458663ffff,0.0005011987175565,6,1.0,3,0,13.008605353931047,77.53194153892952,0.0,Rajajinagar,0,0.0,4
89601458667ffff,0.0007385738877187,4,2.5,2,0,13.007545868229084,77.52891674453171,0.0,Rajajinagar,0,0.0,5
8960145866bffff,0.0030319641697407,1,1.0,3,0,13.011808764115552,77.5325962229399,0.0,Rajajinagar,0,0.0,1
8960145866fffff,7.568467382946898e-05,39,2.5576923076923075,2,0,13.010749232759595,77.52957137248919,0.0,Rajajinagar,0,0.0,23
8960145867bffff,8.90001960868588e-05,27,1.4444444444444444,2,0,13.009664838997,77.53496645735052,0.0,Rajajinagar,0,0.0,22
89601458683ffff,2.2167547672501127e-05,128,1.0,4,0,12.993621857898091,77.54011289490512,0.0,Vijayanagara,0,0.0,37
89601458687ffff,1.1019147994486683e-05,306,1.3888888888888888,4,0,12.99256264868298,77.53708794077231,0.0,Vijayanagara,0,0.0,119
8960145868bffff,2.384744688010444e-05,152,1.0,6,0,12.996825415119288,77.54076769239114,0.0,Vijayanagara,0,0.0,148
8960145868fffff,0.0024392446772025,1,1.0,3,0,12.995766160232185,77.53774268221085,0.0,Vijayanagara,0,0.0,1
89601458693ffff,0.0011304330053731,2,1.0,1,0,12.99147746959238,77.5424831379436,0.0,Vijayanagara,0,0.0,3
89601458697ffff,1.0829777029718393e-05,294,1.1857142857142855,1,0,12.990418306662551,77.5394581158736,0.0,Vijayanagara,0,0.0,55
896014586afffff,0.0043008091578575,1,1.0,4,0,12.99579177240478,77.52932298741698,0.0,Vijayanagara,0,0.0,1
896014586b3ffff,0.0025653641780026,1,1.0,0,0,12.991503438865127,77.5340631106326,0.0,Vijayanagara,0,0.0,1
896014586bbffff,0.0006615484078584,4,1.0,5,0,12.99470690473114,77.53471779602407,0.0,Vijayanagara,0,0.0,2
896014586c7ffff,1.3592364431941702e-06,2356,1.1061605937921726,3,0,13.000028978304872,77.5414225083323,0.0,Vijayanagara,1,-208.09583333333336,445
896014586cfffff,0.0008791170484948,4,1.0,5,0,13.00323254743356,77.5420773427292,0.0,Rajajinagar,0,0.0,4
896014586d3ffff,1.1265232503702368e-06,3096,1.2340277777777775,4,0,12.9989439230064,77.5468180846953,0.0,Vijayanagara,1,-208.09583333333336,352
896014586d7ffff,1.5560147664398631e-06,1890,1.0125948930296755,1,0,12.997884669381127,77.54379282655572,0.0,Vijayanagara,1,-208.09583333333336,306
896014586dbffff,0.0009012305961177,3,1.0,1,0,13.002147577481416,77.54747301273494,0.0,Rajajinagar,0,0.0,3
896014588afffff,0.003274090885572,1,1.0,5,1,12.988545956619635,77.44925360952702,0.0,No Police Station,0,0.0,5
89601458c43ffff,0.0002939810139762,15,2.8,6,0,12.986331944338778,77.47686056756481,0.0,Kamakshipalya,0,0.0,8
89601458c4fffff,2.30640724661396e-05,182,2.25,6,0,12.988475029734817,77.47449166384739,0.0,Kamakshipalya,1,-208.09583333333336,21
89601458c53ffff,3.4151228637982494e-05,88,1.2727272727272727,6,0,12.98418877289989,77.47922950181443,0.0,Kamakshipalya,0,0.0,49
89601458c7bffff,5.105678513660003e-05,63,1.3333333333333333,1,0,12.987415534097956,77.47146922764061,0.0,Kamakshipalya,0,0.0,11
89601458e53ffff,0.0022092256139051,2,1.0,1,0,13.006607242806478,77.48380574902303,0.0,Kamakshipalya,0,0.0,2
89601458e5bffff,0.001371392416873,3,1.0,1,0,13.009809905420427,77.48445957236602,0.0,Kamakshipalya,0,0.0,19
89601458ec3ffff,0.0015475660933648,1,1.0,4,0,13.001261567321468,77.4855211345625,0.0,Kamakshipalya,0,0.0,1
89601458ec7ffff,0.005140000667186,1,2.0,6,0,13.000201935514228,77.48249815764643,0.0,Kamakshipalya,0,0.0,1
89601458ecbffff,0.0020033061951365,2,1.0,0,1,13.004464263772922,77.48617497708271,0.0,Kamakshipalya,0,0.0,4
89601458ed3ffff,0.0001827990072824,18,1.0666666666666669,4,0,12.99911846239125,77.48789035551754,0.0,Kamakshipalya,0,0.0,54
89601458edbffff,0.0033823380177947,1,1.0,4,1,13.002321198640136,77.48854423565031,0.0,Kamakshipalya,0,0.0,3
89601459007ffff,0.0003388393042432,12,4.25,1,0,13.044903172337698,77.54216961319192,0.0,Jalahalli,0,0.0,15
8960145900bffff,0.0002671799765104,14,3.3095238095238098,0,0,13.04916672285149,77.54585027145363,0.0,Jalahalli,0,0.0,13
8960145900fffff,4.122713893358418e-05,96,3.5779513888888888,5,0,13.048106691545124,77.5428245562972,0.0,Jalahalli,0,0.0,85
89601459013ffff,0.0008183808115578,5,2.6,4,0,13.043819538541346,77.54756601860569,0.0,Jalahalli,0,0.0,14
8960145901bffff,0.000174805858814,20,3.1871428571428573,0,0,13.047023143135748,77.54822105538076,0.0,Jalahalli,0,0.0,39
89601459033ffff,0.0043104929753676,1,5.0,4,0,13.04384318577704,77.53914407812034,0.0,Jalahalli,0,0.0,1
8960145903bffff,0.003383644640909,1,3.0,5,0,13.047046659456912,77.53979896515949,0.0,Jalahalli,0,0.0,1
89601459043ffff,0.0042723598317132,1,5.0,3,0,13.053430369206774,77.5495311843226,0.0,Jalahalli,0,0.0,2
8960145904bffff,0.0025653641780026,1,1.0,0,0,13.056633990640902,77.5501862764906,0.0,Jalahalli,0,0.0,1
8960145904fffff,5.122206888061182e-06,676,1.0849358974358974,5,0,13.05557386914894,77.54716032518735,0.0,Jalahalli,1,-208.09583333333336,132
89601459053ffff,5.521650834189304e-06,705,2.2132673473099005,1,0,13.051286783073248,77.55190207378558,0.0,Jalahalli,1,-208.09583333333336,188
89601459057ffff,0.0002187091153091,18,3.340740740740741,1,0,13.050226753364644,77.54887611061952,0.0,Jalahalli,0,0.0,21
8960145906fffff,0.0003071435838607,4,3.0,1,0,13.055596944867377,77.53873810173015,0.0,Jalahalli,0,0.0,2
8960145907bffff,0.0024392446772025,1,1.0,3,0,13.05451374684134,77.54413449789432,0.0,Jalahalli,0,0.0,1
8960145908bffff,0.0042475993935006,1,1.0,1,0,13.041675832798171,77.54993679526135,0.0,Jalahalli,0,0.0,1
8960145908fffff,0.0001213620204874,30,1.0,3,0,13.040615939602745,77.54691100029375,0.0,Jalahalli,0,0.0,6
896014590c7ffff,0.0003775492534586,9,2.333333333333333,6,0,13.044879477251657,77.5505918696383,0.0,Jalahalli,0,0.0,6
896014590cbffff,0.0004505666053853,8,3.125,5,0,13.049143110760468,77.5542729935688,0.0,Jalahalli,0,0.0,8
